investor_id,age_group,gender,monthly_sip_amount
2353,26-35,Male,2025.0
2354,26-35,Female,14597.0
2355,56-65,Male,5728.0
2356,56-65,Female,5936.0
2357,26-35,Female,10069.0
2358,18-25,Male,3108.0
2359,65+,Male,7258.0
2360,46-55,Male,4001.0
2361,56-65,Male,2656.0
2362,26-35,Male,5355.0
2363,46-55,Female,16292.0
2364,46-55,Male,6925.0
2365,36-45,Male,11110.0
2366,26-35,Female,3306.0
2367,36-45,Male,10756.0
2368,26-35,Male,3416.0
2369,36-45,Male,23295.0
2370,36-45,Male,3914.0
2371,46-55,Male,8860.0
2372,26-35,Male,4976.0
2373,18-25,Female,1672.0
2374,26-35,Female,5106.0
2375,26-35,Female,3315.0
2376,26-35,Male,3503.0
2377,26-35,Male,7719.0
2378,26-35,Female,2858.0
2379,26-35,Male,3248.0
2380,26-35,Male,2632.0
2381,46-55,Male,8483.0
2382,26-35,Male,3028.0
2383,46-55,Male,10758.0
2384,46-55,Male,19151.0
2385,36-45,Male,4075.0
2386,56-65,Male,8143.0
2387,36-45,Female,14938.0
2388,46-55,Female,12802.0
2389,36-45,Male,4661.0
2390,36-45,Male,12572.0
2391,26-35,Female,6111.0
2392,26-35,Male,3947.0
2393,26-35,Male,10734.0
2394,56-65,Female,8343.0
2395,46-55,Male,11436.0
2396,46-55,Male,7353.0
2397,46-55,Female,8985.0
2398,36-45,Male,4883.0
2399,46-55,Male,9082.0
2400,36-45,Male,17502.0
2401,65+,Male,6391.0
2402,36-45,Male,3705.0
2403,26-35,Female,4076.0
2404,46-55,Male,13921.0
2405,36-45,Male,8527.0
2406,36-45,Male,4676.0
2407,46-55,Male,12448.0
2408,36-45,Female,9958.0
2409,36-45,Male,4609.0
2410,26-35,Male,3383.0
2411,46-55,Male,13418.0
2412,36-45,Male,5230.0
2413,36-45,Female,6483.0
2414,46-55,Female,14074.0
2415,56-65,Female,6916.0
2416,26-35,Male,3405.0
2417,26-35,Male,2960.0
2418,36-45,Male,5817.0
2419,36-45,Male,11600.0
2420,36-45,Male,6460.0
2421,56-65,Male,4752.0
2422,56-65,Male,6228.0
2423,36-45,Male,6277.0
2424,36-45,Male,5838.0
2425,36-45,Male,3169.0
2426,26-35,Male,5607.0
2427,26-35,Male,7165.0
2428,26-35,Female,2948.0
2429,46-55,Male,2091.0
2430,36-45,Female,5076.0
2431,26-35,Female,2444.0
2432,26-35,Female,10043.0
2433,26-35,Female,1529.0
2434,46-55,Female,11335.0
2435,26-35,Male,3768.0
2436,36-45,Male,7418.0
2437,26-35,Male,3280.0
2438,56-65,Male,6514.0
2439,36-45,Male,9188.0
2440,36-45,Male,11442.0
2441,26-35,Male,4518.0
2442,26-35,Male,1841.0
2443,36-45,Female,7853.0
2444,36-45,Female,5126.0
2445,56-65,Female,7778.0
2446,36-45,Male,11142.0
2447,36-45,Male,3810.0
2448,46-55,Male,5784.0
2449,65+,Male,6360.0
2450,46-55,Male,7602.0
2451,26-35,Male,3339.0
2452,26-35,Male,6978.0
2453,26-35,Male,7026.0
2454,26-35,Female,4597.0
2455,18-25,Female,2571.0
2456,36-45,Female,3257.0
2457,18-25,Male,2413.0
2458,26-35,Male,3413.0
2459,26-35,Male,4781.0
2460,26-35,Male,4092.0
2461,26-35,Male,6748.0
2462,36-45,Female,6671.0
2463,56-65,Male,5593.0
2464,56-65,Male,2709.0
2465,46-55,Female,5669.0
2466,36-45,Female,9801.0
2467,56-65,Male,6027.0
2468,26-35,Female,4155.0
2469,46-55,Male,7237.0
2470,26-35,Male,2043.0
2471,26-35,Male,1948.0
2472,26-35,Female,2190.0
2473,36-45,Male,15702.0
2474,26-35,Male,1925.0
2475,46-55,Female,11061.0
2476,26-35,Female,2099.0
2477,36-45,Female,3785.0
2478,46-55,Male,9163.0
2479,36-45,Male,7157.0
2480,36-45,Male,3980.0
2481,46-55,Female,10875.0
2482,36-45,Female,3650.0
2483,26-35,Male,5020.0
2484,26-35,Male,2316.0
2485,46-55,Male,10063.0
2486,46-55,Male,22897.0
2487,46-55,Male,4650.0
2488,18-25,Male,1532.0
2489,26-35,Male,2703.0
2490,18-25,Male,2188.0
2491,56-65,Male,4106.0
2492,36-45,Female,16923.0
2493,36-45,Male,9856.0
2494,26-35,Female,2303.0
2495,26-35,Female,2627.0
2496,18-25,Male,1232.0
2497,26-35,Male,7682.0
2498,56-65,Male,10114.0
2499,36-45,Female,5565.0
2500,36-45,Male,3249.0
2501,36-45,Male,10772.0
2502,46-55,Male,10730.0
2503,26-35,Male,3238.0
2504,46-55,Male,23999.0
2505,56-65,Male,3690.0
2506,26-35,Female,4168.0
2507,56-65,Male,4828.0
2508,26-35,Male,4116.0
2509,26-35,Male,2831.0
2510,36-45,Male,5138.0
2511,26-35,Male,2807.0
2512,26-35,Male,2236.0
2513,26-35,Male,5154.0
2514,56-65,Male,3598.0
2515,46-55,Male,14889.0
2516,36-45,Male,3404.0
2517,36-45,Female,9661.0
2518,36-45,Male,14318.0
2519,36-45,Male,6143.0
2520,26-35,Female,11057.0
2521,26-35,Male,2771.0
2522,18-25,Male,1762.0
2523,26-35,Male,5551.0
2524,36-45,Male,5559.0
2525,26-35,Male,1980.0
2526,56-65,Female,18858.0
2527,36-45,Male,5075.0
2528,26-35,Male,10498.0
2529,26-35,Male,2419.0
2530,26-35,Male,8963.0
2531,18-25,Female,1400.0
2532,26-35,Male,5588.0
2533,36-45,Male,10112.0
2534,26-35,Male,4900.0
2535,26-35,Male,2253.0
2536,46-55,Male,10306.0
2537,36-45,Male,7119.0
2538,26-35,Male,4112.0
2539,56-65,Male,5843.0
2540,26-35,Male,4404.0
2541,36-45,Female,6603.0
2542,36-45,Male,4353.0
2543,26-35,Female,2238.0
2544,18-25,Male,3198.0
2545,18-25,Male,2088.0
2546,46-55,Female,10979.0
2547,26-35,Male,10271.0
2548,36-45,Male,4892.0
2549,26-35,Male,5396.0
2550,36-45,Male,11255.0
2551,46-55,Male,9011.0
2552,46-55,Male,9572.0
2553,56-65,Female,24180.0
2554,26-35,Male,5854.0
2555,26-35,Male,7860.0
2556,36-45,Male,8727.0
2557,36-45,Male,4826.0
2558,26-35,Female,3951.0
2559,36-45,Male,16564.0
2560,56-65,Male,4204.0
2561,46-55,Male,8759.0
2562,46-55,Female,13800.0
2563,26-35,Male,6322.0
2564,18-25,Female,1590.0
2565,36-45,Female,2261.0
2566,26-35,Male,5136.0
2567,65+,Female,2361.0
2568,46-55,Male,7046.0
2569,46-55,Male,16907.0
2570,26-35,Male,7922.0
2571,56-65,Male,2360.0
2572,36-45,Male,3603.0
2573,26-35,Male,3716.0
2574,26-35,Male,3301.0
2575,26-35,Male,4163.0
2576,36-45,Male,5570.0
2577,36-45,Male,5286.0
2578,36-45,Male,7862.0
2579,65+,Female,2730.0
2580,46-55,Male,12286.0
2581,46-55,Male,6357.0
2582,26-35,Male,4329.0
2583,46-55,Female,14785.0
2584,26-35,Male,4389.0
2585,26-35,Female,3156.0
2586,26-35,Male,5346.0
2587,26-35,Male,5329.0
2588,46-55,Male,7814.0
2589,26-35,Male,4526.0
2590,26-35,Female,4178.0
2591,36-45,Female,3831.0
2592,56-65,Female,4427.0
2593,56-65,Female,5446.0
2594,36-45,Male,16630.0
2595,46-55,Male,8918.0
2596,56-65,Male,20998.0
2597,46-55,Male,18953.0
2598,46-55,Female,13292.0
2599,26-35,Female,2582.0
2600,36-45,Male,10861.0
2601,36-45,Male,7525.0
2602,46-55,Female,8095.0
2603,18-25,Male,2494.0
2604,36-45,Male,16683.0
2605,26-35,Male,5163.0
2606,26-35,Female,8774.0
2607,56-65,Male,2735.0
2608,65+,Male,5374.0
2609,36-45,Male,3288.0
2610,36-45,Female,18005.0
2611,18-25,Female,1232.0
2612,26-35,Male,3516.0
2613,26-35,Male,6201.0
2614,36-45,Male,5736.0
2615,36-45,Male,11965.0
2616,46-55,Male,18048.0
2617,36-45,Male,8192.0
2618,36-45,Male,2034.0
2619,36-45,Male,7032.0
2620,36-45,Male,14057.0
2621,46-55,Male,3192.0
2622,26-35,Male,3138.0
2623,56-65,Female,7898.0
2624,46-55,Male,6845.0
2625,56-65,Female,6762.0
2626,26-35,Male,7220.0
2627,18-25,Male,1175.0
2628,36-45,Male,1399.0
2629,46-55,Male,6514.0
2630,26-35,Female,3407.0
2631,18-25,Male,4336.0
2632,46-55,Male,5610.0
2633,65+,Male,4277.0
2634,26-35,Male,21820.0
2635,46-55,Male,9816.0
2636,18-25,Male,1541.0
2637,26-35,Female,4180.0
2638,46-55,Male,7704.0
2639,46-55,Female,9802.0
2640,36-45,Male,5868.0
2641,26-35,Male,7344.0
2642,56-65,Male,13343.0
2643,56-65,Male,8217.0
2644,18-25,Male,2513.0
2645,26-35,Male,2077.0
2646,36-45,Female,11945.0
2647,46-55,Female,23721.0
2648,36-45,Male,5602.0
2649,36-45,Male,3440.0
2650,26-35,Male,4483.0
2651,26-35,Male,1845.0
2652,26-35,Female,11232.0
2653,46-55,Male,15126.0
2654,36-45,Female,5551.0
2655,46-55,Female,8135.0
2656,26-35,Male,3741.0
2657,46-55,Male,12002.0
2658,26-35,Female,2223.0
2659,18-25,Male,3568.0
2660,65+,Male,4579.0
2661,26-35,Male,3021.0
2662,36-45,Male,14946.0
2663,26-35,Male,8493.0
2664,65+,Male,2767.0
2665,36-45,Male,15025.0
2666,36-45,Male,3359.0
2667,56-65,Female,4271.0
2668,36-45,Male,10487.0
2669,26-35,Male,4654.0
2670,36-45,Female,18868.0
2671,56-65,Male,14690.0
2672,36-45,Male,6349.0
2673,46-55,Male,5899.0
2674,36-45,Female,5928.0
2675,18-25,Male,1581.0
2676,36-45,Male,11733.0
2677,65+,Male,4645.0
2678,36-45,Male,6524.0
2679,46-55,Male,7619.0
2680,26-35,Female,1574.0
2681,36-45,Female,12921.0
2682,46-55,Female,8265.0
2683,36-45,Male,7809.0
2684,26-35,Male,2354.0
2685,26-35,Male,10896.0
2686,26-35,Male,5156.0
2687,56-65,Male,11650.0
2688,26-35,Male,6294.0
2689,36-45,Female,11451.0
2690,36-45,Male,2951.0
2691,36-45,Male,10469.0
2692,26-35,Male,7411.0
2693,36-45,Female,8832.0
2694,46-55,Female,9031.0
2695,56-65,Male,4923.0
2696,36-45,Male,7503.0
2697,26-35,Male,2186.0
2698,46-55,Male,14971.0
2699,56-65,Female,7970.0
2700,56-65,Female,15563.0
2701,36-45,Male,4016.0
2702,46-55,Male,5702.0
2703,56-65,Male,6170.0
2704,26-35,Female,4220.0
2705,36-45,Male,5489.0
2706,36-45,Male,12268.0
2707,36-45,Male,11500.0
2708,18-25,Male,2047.0
2709,46-55,Male,30817.0
2710,46-55,Male,9321.0
2711,26-35,Female,4712.0
2712,18-25,Male,2108.0
2713,18-25,Female,2431.0
2714,36-45,Female,9114.0
2715,36-45,Female,4037.0
2716,36-45,Male,3997.0
2717,26-35,Female,3309.0
2718,26-35,Male,7484.0
2719,26-35,Male,2627.0
2720,26-35,Female,2805.0
2721,26-35,Male,7950.0
2722,36-45,Female,8851.0
2723,46-55,Female,7291.0
2724,36-45,Male,6361.0
2725,26-35,Female,7391.0
2726,26-35,Female,9805.0
2727,36-45,Male,6228.0
2728,26-35,Male,4630.0
2729,56-65,Male,4294.0
2730,36-45,Female,4205.0
2731,46-55,Male,14721.0
2732,26-35,Male,2109.0
2733,26-35,Male,5758.0
2734,26-35,Female,9444.0
2735,36-45,Male,9123.0
2736,46-55,Female,11840.0
2737,36-45,Male,8419.0
2738,56-65,Female,4580.0
2739,46-55,Female,9615.0
2740,46-55,Male,16359.0
2741,36-45,Male,18182.0
2742,26-35,Female,1766.0
2743,46-55,Male,8068.0
2744,26-35,Male,7902.0
2745,18-25,Male,4195.0
2746,46-55,Female,5196.0
2747,56-65,Male,5704.0
2748,26-35,Male,4765.0
2749,65+,Male,5025.0
2750,26-35,Male,2506.0
2751,26-35,Female,10378.0
2752,18-25,Female,1266.0
2753,26-35,Female,6458.0
2754,56-65,Male,6809.0
2755,26-35,Male,4543.0
2756,26-35,Male,9101.0
2757,26-35,Male,4340.0
2758,36-45,Male,4734.0
2759,56-65,Male,7425.0
2760,36-45,Female,3458.0
2761,26-35,Male,2522.0
2762,26-35,Male,8099.0
2763,26-35,Female,5438.0
2764,46-55,Female,8928.0
2765,56-65,Male,6989.0
2766,46-55,Male,10931.0
2767,36-45,Male,5748.0
2768,36-45,Male,3682.0
2769,36-45,Female,3870.0
2770,56-65,Female,15084.0
2771,36-45,Male,2386.0
2772,36-45,Male,13275.0
2773,36-45,Male,12484.0
2774,36-45,Female,13341.0
2775,36-45,Male,2588.0
2776,36-45,Male,7767.0
2777,46-55,Female,15042.0
2778,56-65,Male,4952.0
2779,36-45,Male,2309.0
2780,18-25,Male,1683.0
2781,36-45,Female,5275.0
2782,26-35,Male,4824.0
2783,56-65,Male,15031.0
2784,26-35,Male,4503.0
2785,36-45,Male,5227.0
2786,26-35,Female,2034.0
2787,36-45,Male,3720.0
2788,36-45,Male,2274.0
2789,46-55,Male,13440.0
2790,36-45,Male,3317.0
2791,46-55,Male,30931.0
2792,46-55,Male,5283.0
2793,26-35,Female,5443.0
2794,36-45,Male,4166.0
2795,46-55,Male,15106.0
2796,46-55,Male,5110.0
2797,26-35,Male,3578.0
2798,36-45,Female,6666.0
2799,26-35,Male,3862.0
2800,18-25,Female,2387.0
2801,36-45,Male,8729.0
2802,46-55,Male,6857.0
2803,36-45,Male,5360.0
2804,26-35,Female,2893.0
2805,26-35,Male,5099.0
2806,46-55,Male,19848.0
2807,56-65,Female,3727.0
2808,36-45,Male,5584.0
2809,26-35,Male,3860.0
2810,18-25,Male,1792.0
2811,46-55,Female,10107.0
2812,36-45,Female,4650.0
2813,18-25,Male,4343.0
2814,36-45,Female,14610.0
2815,36-45,Male,7970.0
2816,36-45,Male,3837.0
2817,26-35,Female,10783.0
2818,36-45,Male,16740.0
2819,26-35,Male,1634.0
2820,26-35,Female,3976.0
2821,56-65,Male,14014.0
2822,26-35,Male,3882.0
2823,46-55,Male,12148.0
2824,26-35,Male,6612.0
2825,26-35,Male,1671.0
2826,46-55,Male,18504.0
2827,26-35,Male,3595.0
2828,26-35,Male,2694.0
2829,26-35,Male,2642.0
2830,26-35,Male,5606.0
2831,26-35,Male,4154.0
2832,18-25,Male,500.0
2833,46-55,Male,2086.0
2834,26-35,Male,4480.0
2835,56-65,Male,12705.0
2836,46-55,Male,7559.0
2837,26-35,Male,3534.0
2838,26-35,Male,3777.0
2839,26-35,Male,5315.0
2840,18-25,Male,5064.0
2841,46-55,Female,4819.0
2842,36-45,Male,5502.0
2843,36-45,Male,6058.0
2844,26-35,Female,7489.0
2845,46-55,Male,12254.0
2846,26-35,Female,4494.0
2847,18-25,Male,1235.0
2848,26-35,Male,2860.0
2849,36-45,Male,9761.0
2850,46-55,Male,12236.0
2851,46-55,Male,15945.0
2852,26-35,Female,4836.0
2853,56-65,Male,5497.0
2854,65+,Male,4994.0
2855,36-45,Male,14995.0
2856,36-45,Male,11784.0
2857,26-35,Female,3147.0
2858,36-45,Male,5512.0
2859,26-35,Male,5128.0
2860,26-35,Female,4576.0
2861,36-45,Female,15984.0
2862,46-55,Male,10137.0
2863,26-35,Male,4130.0
2864,36-45,Male,3816.0
2865,46-55,Male,9422.0
2866,26-35,Male,5048.0
2867,46-55,Male,4991.0
2868,26-35,Male,3566.0
2869,46-55,Male,10925.0
2870,46-55,Female,8725.0
2871,36-45,Male,3506.0
2872,26-35,Male,6163.0
2873,26-35,Male,4012.0
2874,26-35,Male,11658.0
2875,56-65,Male,7281.0
2876,26-35,Male,3113.0
2877,56-65,Female,5581.0
2878,26-35,Male,2894.0
2879,18-25,Female,1430.0
2880,36-45,Female,11950.0
2881,26-35,Male,6352.0
2882,46-55,Female,7398.0
2883,36-45,Female,9176.0
2884,26-35,Male,9239.0
2885,26-35,Male,6015.0
2886,26-35,Male,3002.0
2887,26-35,Male,2123.0
2888,46-55,Male,6442.0
2889,36-45,Male,2709.0
2890,36-45,Female,7921.0
2891,36-45,Male,11448.0
2892,26-35,Male,2505.0
2893,65+,Female,3953.0
2894,36-45,Male,13642.0
2895,26-35,Male,2230.0
2896,36-45,Female,17134.0
2897,56-65,Female,6918.0
2898,36-45,Male,10037.0
2899,36-45,Female,9735.0
2900,65+,Male,5819.0
2901,65+,Male,2712.0
2902,36-45,Male,9245.0
2903,46-55,Male,4440.0
2904,56-65,Male,7897.0
2905,56-65,Male,6819.0
2906,46-55,Male,14903.0
2907,26-35,Male,3764.0
2908,46-55,Female,13408.0
2909,26-35,Male,2634.0
2910,26-35,Female,3456.0
2911,36-45,Male,12503.0
2912,46-55,Male,3870.0
2913,18-25,Female,2335.0
2914,26-35,Female,7093.0
2915,65+,Male,5828.0
2916,26-35,Female,4539.0
2917,18-25,Male,1257.0
2918,56-65,Male,3126.0
2919,26-35,Male,6759.0
2920,26-35,Female,7287.0
2921,36-45,Male,6489.0
2922,26-35,Female,8446.0
2923,36-45,Male,14203.0
2924,26-35,Female,3899.0
2925,36-45,Male,19025.0
2926,26-35,Male,5063.0
2927,65+,Male,2666.0
2928,36-45,Male,3265.0
2929,26-35,Female,2405.0
2930,36-45,Male,6021.0
2931,18-25,Male,1961.0
2932,26-35,Female,1624.0
2933,36-45,Male,5783.0
2934,56-65,Female,9268.0
2935,18-25,Male,1046.0
2936,56-65,Female,3082.0
2937,56-65,Male,3879.0
2938,26-35,Male,2003.0
2939,26-35,Male,4766.0
2940,36-45,Male,11503.0
2941,56-65,Male,2867.0
2942,36-45,Male,17424.0
2943,46-55,Male,9617.0
2944,36-45,Male,9969.0
2945,46-55,Male,14778.0
2946,46-55,Female,6797.0
2947,36-45,Male,9146.0
2948,36-45,Male,3237.0
2949,26-35,Male,5947.0
2950,26-35,Male,6001.0
2951,65+,Male,3043.0
2952,18-25,Female,1932.0
2953,26-35,Male,1869.0
2954,26-35,Male,6910.0
2955,26-35,Female,5162.0
2956,36-45,Female,10556.0
2957,36-45,Male,6849.0
2958,26-35,Male,2971.0
2959,26-35,Male,4919.0
2960,26-35,Male,4527.0
2961,18-25,Male,2459.0
2962,56-65,Male,7329.0
2963,26-35,Male,2398.0
2964,18-25,Male,2550.0
2965,46-55,Male,17308.0
2966,46-55,Female,6054.0
2967,26-35,Male,4934.0
2968,36-45,Male,3914.0
2969,36-45,Male,15633.0
2970,36-45,Male,5785.0
2971,18-25,Male,1381.0
2972,26-35,Male,5942.0
2973,46-55,Female,10722.0
2974,36-45,Male,3577.0
2975,65+,Male,2718.0
2976,26-35,Male,5138.0
2977,36-45,Female,12289.0
2978,18-25,Male,2272.0
2979,26-35,Male,5818.0
2980,36-45,Female,4330.0
2981,36-45,Male,9459.0
2982,26-35,Male,2543.0
2983,26-35,Male,9041.0
2984,18-25,Male,4246.0
2985,46-55,Male,5263.0
2986,46-55,Female,12188.0
2987,36-45,Male,8530.0
2988,36-45,Male,7173.0
2989,26-35,Male,3338.0
2990,56-65,Male,8219.0
2991,26-35,Male,3265.0
2992,26-35,Male,2817.0
2993,26-35,Male,5196.0
2994,26-35,Male,7255.0
2995,18-25,Male,3177.0
2996,26-35,Male,4924.0
2997,65+,Male,11236.0
2998,26-35,Male,2526.0
2999,18-25,Male,1501.0
3000,36-45,Female,14459.0
3001,65+,Male,3037.0
3002,26-35,Female,4576.0
3003,46-55,Male,7597.0
3004,36-45,Male,4004.0
3005,65+,Male,4299.0
3006,65+,Male,4721.0
3007,36-45,Male,11772.0
3008,65+,Male,7788.0
3009,56-65,Female,18964.0
3010,26-35,Male,5271.0
3011,36-45,Female,7123.0
3012,18-25,Male,2080.0
3013,46-55,Male,5885.0
3014,56-65,Male,5413.0
3015,56-65,Male,6420.0
3016,46-55,Male,4283.0
3017,65+,Male,11947.0
3018,18-25,Male,2294.0
3019,65+,Female,8658.0
3020,36-45,Female,7234.0
3021,36-45,Female,7682.0
3022,56-65,Male,7589.0
3023,26-35,Male,7097.0
3024,26-35,Male,3489.0
3025,36-45,Female,5073.0
3026,18-25,Male,2942.0
3027,56-65,Female,8963.0
3028,26-35,Female,6573.0
3029,36-45,Male,12649.0
3030,26-35,Male,3613.0
3031,46-55,Male,3400.0
3032,26-35,Male,7314.0
3033,26-35,Male,9155.0
3034,36-45,Male,19067.0
3035,26-35,Male,2290.0
3036,26-35,Female,2068.0
3037,26-35,Male,2162.0
3038,36-45,Female,5629.0
3039,26-35,Female,5248.0
3040,26-35,Male,3049.0
3041,56-65,Female,6216.0
3042,46-55,Male,28599.0
3043,36-45,Male,14287.0
3044,46-55,Male,10049.0
3045,18-25,Female,3201.0
3046,26-35,Female,2834.0
3047,36-45,Female,5287.0
3048,26-35,Female,2923.0
3049,18-25,Female,2128.0
3050,36-45,Male,7376.0
3051,18-25,Male,1114.0
3052,36-45,Male,6046.0
3053,46-55,Female,6685.0
3054,26-35,Male,8100.0
3055,36-45,Male,11479.0
3056,18-25,Female,4005.0
3057,18-25,Female,2973.0
3058,46-55,Female,8199.0
3059,46-55,Male,3459.0
3060,26-35,Male,4721.0
3061,36-45,Male,9906.0
3062,46-55,Female,11630.0
3063,18-25,Male,1646.0
3064,26-35,Female,3532.0
3065,36-45,Male,5135.0
3066,36-45,Female,3535.0
3067,46-55,Male,5045.0
3068,26-35,Male,3529.0
3069,46-55,Male,9872.0
3070,26-35,Male,14973.0
3071,36-45,Male,4809.0
3072,46-55,Male,6799.0
3073,26-35,Male,4177.0
3074,56-65,Male,7771.0
3075,26-35,Female,6563.0
3076,46-55,Female,10062.0
3077,46-55,Male,4324.0
3078,46-55,Female,2098.0
3079,46-55,Female,18492.0
3080,56-65,Male,5655.0
3081,26-35,Female,7708.0
3082,56-65,Male,2789.0
3083,18-25,Male,1161.0
3084,46-55,Female,5861.0
3085,18-25,Male,1101.0
3086,26-35,Male,3737.0
3087,46-55,Male,25538.0
3088,26-35,Male,2366.0
3089,26-35,Male,6169.0
3090,18-25,Female,3150.0
3091,36-45,Male,12787.0
3092,46-55,Male,7096.0
3093,26-35,Female,2094.0
3094,18-25,Female,3243.0
3095,46-55,Male,19217.0
3096,46-55,Female,5302.0
3097,36-45,Male,5922.0
3098,46-55,Male,10219.0
3099,36-45,Male,5274.0
3100,18-25,Male,2563.0
3101,26-35,Male,6472.0
3102,26-35,Male,2415.0
3103,46-55,Female,11374.0
3104,18-25,Male,1272.0
3105,26-35,Female,3586.0
3106,46-55,Male,15711.0
3107,26-35,Male,4148.0
3108,56-65,Male,5735.0
3109,18-25,Male,2688.0
3110,26-35,Male,1846.0
3111,56-65,Male,4656.0
3112,26-35,Male,4483.0
3113,46-55,Male,7689.0
3114,36-45,Female,11280.0
3115,18-25,Male,3071.0
3116,46-55,Male,3852.0
3117,46-55,Male,5375.0
3118,46-55,Female,7384.0
3119,26-35,Male,3088.0
3120,46-55,Female,19285.0
3121,56-65,Male,5930.0
3122,36-45,Male,4695.0
3123,26-35,Female,4858.0
3124,46-55,Male,2171.0
3125,56-65,Male,5476.0
3126,26-35,Female,11103.0
3127,26-35,Female,1718.0
3128,26-35,Male,10058.0
3129,36-45,Female,5661.0
3130,26-35,Male,5634.0
3131,46-55,Male,9748.0
3132,26-35,Male,4712.0
3133,46-55,Female,8886.0
3134,26-35,Male,4071.0
3135,36-45,Male,12036.0
3136,26-35,Male,4747.0
3137,36-45,Male,10155.0
3138,36-45,Male,9070.0
3139,36-45,Male,4399.0
3140,56-65,Male,3311.0
3141,26-35,Female,1784.0
3142,56-65,Female,11561.0
3143,56-65,Male,5903.0
3144,26-35,Male,12685.0
3145,26-35,Male,11424.0
3146,26-35,Female,3440.0
3147,46-55,Female,19002.0
3148,36-45,Male,18314.0
3149,56-65,Male,5565.0
3150,36-45,Male,13868.0
3151,26-35,Male,2538.0
3152,46-55,Male,6116.0
3153,26-35,Male,3049.0
3154,36-45,Male,2285.0
3155,36-45,Male,12091.0
3156,36-45,Male,5625.0
3157,36-45,Female,3459.0
3158,56-65,Male,3786.0
3159,46-55,Male,5388.0
3160,26-35,Male,8760.0
3161,36-45,Female,10562.0
3162,36-45,Male,21268.0
3163,56-65,Male,4163.0
3164,36-45,Female,11409.0
3165,26-35,Male,4670.0
3166,46-55,Male,10905.0
3167,46-55,Male,12911.0
3168,26-35,Male,1695.0
3169,26-35,Male,1649.0
3170,46-55,Male,6251.0
3171,26-35,Female,5516.0
3172,36-45,Female,6786.0
3173,26-35,Male,2779.0
3174,26-35,Male,11674.0
3175,36-45,Male,5639.0
3176,26-35,Male,7109.0
3177,46-55,Female,6618.0
3178,56-65,Female,4288.0
3179,46-55,Female,8636.0
3180,26-35,Male,4289.0
3181,46-55,Male,11904.0
3182,26-35,Female,6451.0
3183,36-45,Male,2754.0
3184,36-45,Male,15471.0
3185,36-45,Female,13957.0
3186,36-45,Male,5180.0
3187,26-35,Male,10648.0
3188,36-45,Male,4355.0
3189,18-25,Female,2963.0
3190,26-35,Female,3418.0
3191,18-25,Male,3049.0
3192,26-35,Male,9291.0
3193,36-45,Male,6626.0
3194,26-35,Male,3848.0
3195,46-55,Female,13865.0
3196,26-35,Male,2254.0
3197,46-55,Male,8119.0
3198,18-25,Male,2927.0
3199,56-65,Female,8966.0
3200,46-55,Male,2346.0
3201,36-45,Male,14065.0
3202,46-55,Male,7311.0
3203,18-25,Male,1542.0
3204,36-45,Male,5077.0
3205,46-55,Male,2725.0
3206,36-45,Male,13995.0
3207,46-55,Male,11726.0
3208,46-55,Male,7318.0
3209,36-45,Male,6446.0
3210,36-45,Male,6538.0
3211,56-65,Male,10600.0
3212,46-55,Female,3668.0
3213,46-55,Male,6972.0
3214,36-45,Male,14999.0
3215,46-55,Female,5975.0
3216,18-25,Female,3015.0
3217,36-45,Male,7826.0
3218,26-35,Male,6015.0
3219,56-65,Male,11412.0
3220,26-35,Male,2223.0
3221,36-45,Male,11639.0
3222,36-45,Male,4914.0
3223,26-35,Male,3082.0
3224,36-45,Male,9543.0
3225,56-65,Male,4980.0
3226,26-35,Male,10399.0
3227,26-35,Male,2228.0
3228,26-35,Male,1728.0
3229,26-35,Male,6089.0
3230,26-35,Female,14799.0
3231,26-35,Male,2978.0
3232,18-25,Female,1782.0
3233,36-45,Male,5407.0
3234,36-45,Male,11598.0
3235,26-35,Male,3969.0
3236,26-35,Male,7204.0
3237,36-45,Male,8679.0
3238,26-35,Female,6173.0
3239,46-55,Male,39090.0
3240,36-45,Male,4027.0
3241,36-45,Male,7407.0
3242,46-55,Male,7847.0
3243,36-45,Male,13295.0
3244,56-65,Male,7127.0
3245,36-45,Female,6200.0
3246,46-55,Female,3239.0
3247,56-65,Female,7959.0
3248,36-45,Male,10077.0
3249,26-35,Female,2531.0
3250,26-35,Male,3468.0
3251,36-45,Male,14531.0
3252,46-55,Male,10604.0
3253,36-45,Male,6972.0
3254,26-35,Male,1102.0
3255,56-65,Male,12893.0
3256,36-45,Male,7568.0
3257,18-25,Male,548.0
3258,36-45,Female,6754.0
3259,26-35,Male,2555.0
3260,46-55,Male,13391.0
3261,26-35,Male,8214.0
3262,36-45,Female,11947.0
3263,36-45,Male,5114.0
3264,26-35,Male,5779.0
3265,46-55,Male,7209.0
3266,26-35,Female,4375.0
3267,46-55,Male,7909.0
3268,65+,Male,2425.0
3269,26-35,Female,643.0
3270,46-55,Female,10483.0
3271,36-45,Male,5645.0
3272,46-55,Male,14661.0
3273,46-55,Male,11110.0
3274,56-65,Male,11429.0
3275,56-65,Male,6292.0
3276,26-35,Male,3909.0
3277,26-35,Male,10479.0
3278,65+,Male,3654.0
3279,26-35,Male,1404.0
3280,36-45,Female,5496.0
3281,56-65,Male,7519.0
3282,46-55,Male,9511.0
3283,56-65,Female,5960.0
3284,36-45,Male,3126.0
3285,26-35,Male,2492.0
